ID,HPCA_B_cells,HPCA_Monocytes_CD14plusCD16minus,HPCA_NK_cells,HPCA_Neutrophils,HPCA_T_cells_CD4+,HPCA_T_cells_CD8+
35,11.950947624,12.2615848069,13.5931421942,13.4588146703,12.6135874849,13.3199170733
36,8.6683236451,7.83870538075,6.69483090866,10.366502685,5.93615653132,5.99254491845
37,15.1631684039,10.1246806809,8.77487210751,10.8797221698,12.9456530455,11.5792571542
64,6.07996647905,6.10715305476,9.43875030098,5.79659761869,6.74365620899,7.8636691078
65,8.85740179536,7.61489612763,10.2894757419,6.75041959396,7.90906933241,8.21137203568
66,11.4238528317,8.90104496159,6.73681153639,10.9615849561,6.83814424855,6.50299433921
92,8.52350231735,7.61493911456,12.0784421325,8.83530425066,9.24779844375,8.83869946695
96,20.3393323961,11.8880366124,11.5840020433,10.2892602135,15.5338623621,14.5063937463
97,9.73922662572,10.1454100423,8.96183357432,12.1588540155,7.9619470042,9.94131147886
142,8.67854659744,7.91560959095,8.96108807468,9.26886181785,9.10823591552,7.87072927225
176,7.51655783251,5.86923865662,8.75258553696,7.37221953087,6.51040711532,8.0795491938
183,8.97340829834,6.883236969,11.8328085905,5.61601774507,11.9076945482,11.3545146061
190,9.52791238749,6.83728202867,6.38607793905,6.4073783528,6.09745126876,6.51391153669
205,5.92989630675,9.09217976352,9.07559619951,9.88768734414,7.70050749613,7.71319383587
222,10.9214872848,9.08365538593,10.2564051342,10.3700414419,10.6880090706,11.1342602637
229,8.66327136465,7.37312324012,10.0489852098,10.1316290212,6.81635614485,10.6426600448
240,10.2966923687,7.87960484821,15.9078580471,8.79973741671,10.2355188037,15.4047330529
280,12.8022817707,14.9699532434,10.0107033185,15.0028271399,12.0463065386,10.2376337093
284,14.1350205815,9.94406871996,6.69765655779,9.24700515104,5.80839756536,6.72989293726
291,8.66751415728,7.98784249977,7.45634677835,6.07275022009,10.1824631939,8.59520793105
320,8.92881269909,11.8758371919,9.71111970395,12.7362908542,8.05866787385,8.06919842671
327,9.38511362863,10.1891544699,10.4500068339,7.6446366821,10.7609481523,9.76861585225
348,8.16420284289,14.1094206683,13.304053151,13.4369433408,10.8619716085,13.6936290009
388,6.81329808804,8.09794085332,11.4068702508,8.58835345797,7.64022525949,11.0584858968
402,12.9732539094,8.06007509429,8.6864969822,9.14642254904,6.5697338008,9.56439051035
412,8.88113709321,8.93355232654,8.06114610224,10.4813209948,7.34076259922,7.58271260959
414,18.1758103337,14.0286133384,10.9948760027,14.1282749591,11.738936253,10.7851938086
423,9.40432525528,7.55700156823,17.1079801845,8.42123926663,11.7272242396,15.5304496834
446,9.83208871064,10.6610232669,13.8751850285,11.3907523133,11.0275680483,12.5641730802
456,8.53926194106,6.4446306309,11.4760052162,7.51018556899,9.46639385735,9.64032479822
496,12.7277146861,10.6889547542,15.8872683191,10.6199288,15.8222368804,16.2918478545
521,7.7770580755,9.37161205571,10.3463569476,9.44813551621,8.32141905398,9.52688834214
530,12.1007662905,10.7621214707,18.4562011981,10.0683815417,14.6258248341,20.4277738964
548,8.97450742327,5.98870766954,7.04254058714,6.92951060616,7.21443590422,7.77422843176
554,13.4240870402,12.1425035735,11.2125814183,13.9715558641,12.2605205211,12.8397199723
558,15.0995919871,12.1637021667,12.5998104299,12.6318955456,13.22193596,12.2491648328
564,7.69827314264,8.85932753505,7.59605847338,11.366093353,7.70437232998,8.08914828241
569,9.73825700702,12.202035005,9.99580771003,12.8362025332,8.77436331418,9.28869439364
582,9.53073610355,9.22076944517,6.66642599247,8.49546361229,6.34053286125,6.03898003215
620,6.36282839527,11.5180712993,14.1055192986,12.0078947043,9.6121751018,12.3190806461
624,12.9462713826,7.71179274851,7.83314823013,6.90883690146,11.7469204847,9.36955301305
626,7.58604020615,7.80055837838,8.64388896155,8.4989049856,7.22734159874,7.24334989065
671,7.98067581003,7.19661440573,12.6515217873,8.0921600524,8.210298114,11.7826371427
684,7.81500166177,7.90897142619,10.8639381541,7.92581405539,9.15717523289,9.86891812962
726,10.7759238959,10.0957338018,13.5958257086,7.74492222601,11.7929985743,11.2965529219
800,11.9653972873,10.3755706923,7.15956453022,10.2702341992,8.61512285913,8.18051164583
823,5.98971109192,9.04992465878,9.41142986162,9.21983740604,6.12393900174,7.62701511668
833,8.4924320857,8.01317696055,7.79609769069,8.52727431226,6.88081173968,7.12384717626
839,13.3643151152,10.7836190379,10.5633967035,8.46579109428,12.8530142367,12.4891048406
841,7.77794024692,6.53077846377,10.4243520194,6.56937967461,9.52386750607,8.91466910305
898,8.19063147671,14.9799321322,8.40104899319,16.5213828781,7.11865258188,7.90735021512
921,11.2709582712,13.8324657862,9.14608780946,15.4486939644,10.3684888026,11.0793221267
924,8.72416174604,11.7013608034,10.8441458805,13.4262059077,8.36887443592,9.60773613803
933,18.3727941918,10.9505297314,10.2606040512,9.34120806005,15.9344603801,13.7388891134
1001,8.94670425917,8.82574494451,10.3132384809,9.25227485421,9.00020285513,12.5798278315
1016,7.24806637187,7.77631228425,7.90908071469,8.3658455931,7.43298515525,7.91683499111
1019,8.68022591367,7.05373211131,9.06517768501,6.30263672329,9.72604134308,8.92213001977
1046,8.77569454346,11.254609726,7.13319237933,14.0497040539,5.69820818405,6.32344270264
1055,7.69727009767,11.1265071896,7.02709397753,13.1288497415,5.38010575464,6.17973018913
1059,11.7810137237,10.1932420172,13.749494638,10.7397150847,12.5678901026,13.3251859749
1076,11.7088585559,9.27027537191,9.65172618274,9.00699243673,10.6816684037,9.65130849483
1092,9.30998759999,13.2473470691,7.05612899281,15.828181624,7.77101877846,7.19271225839
1106,11.7115317614,9.06608959678,10.7075723745,11.0353884783,11.6605737706,13.5020146273
1109,13.780814838,16.6955693354,13.192709374,16.3854144255,10.089193326,11.7589385398
1140,8.29769192596,6.82116390617,7.49501077246,7.44454631572,6.21132140991,6.22143538319
