AbsCibersort	Cibersort	DCQ	Decon	dtangle	EPIC	GEDIT	NNLS	Savant
0.328744890806145	0.328616482802466	0.277619267590822	0.327653529874136	0.413468823620692	0.331322834856441	0.491673322885609	0.333025926470778	0.417645400709967
0.463575389005251	0.463407223750217	0.351917794022551	0.490485913168295	0.818059917724331	0.360034119776064	0.839865718308389	-0.141106504233224	0.466419416768236
0.445117125622998	0.444537300300267	0.216971175468141	0.0955977901498916	0.420592501724122	0.333261484349762	0.442064442502074	0.335274864759906	0.3234685201817
0.159329496655945	0.160388465884494	0.240981432647654	-0.207120381276712	0.477911141796402	0.630484323341788	0.575878885645013	-0.25321914257764	0.331522619692458
0.851683604715827	0.851695068131866	0.466680711643454	0.245875281582706	0.785302958773846	0.592808717512289	0.798986787860915	0.287420682903762	0.289507734490188
0.549755240256503	0.552676987956813	0.37734651952578	0.543943309005534	0.364541913382032	0.389725273446128	0.495731924792764	0.374046714798988	0.433954599955315
0.721868322688998	0.721970562809873	0.498515185408765	0.516760394922517	0.624145895271676	0.340223674178268	0.907328354196681	0.404362086584108	0.573892608054716
0.375629006684437	0.381842795392712	0.123129750890401	0.422857076658314	0.0777834721187828	0.413555096363121	0.504677707216951	0.392845287680368	-0.0250164972949066
0.585051840940132	0.572700374343048	0.16152802166935	0.601825929898753	0.356525276194386	0.558994644114574	0.551122291013011	0.550281163091157	0.363542136937333
0.430820813003425	0.431932303914201	0.409166222110002	0.634643480446275	0.67846174181991	0.266587467072346	0.648616666132239	0.512710281103127	0.414806221920607
