AbsCibersort	Cibersort	DCQ	Decon	dtangle	EPIC	GEDIT	NNLS	Savant
0.552161946888648	0.553347582676727	0.535243082290365	0.135167893696441	0.344509979951059	0.0938867449432027	0.906889458589316	0.0990418415314179	0.359813665555378
0.605413312382858	0.607624712140238	0.179322563019502	0.25084048333087	0.287060969064801	0.10575030319026	0.829809207987336	-0.167695355964943	0.198305890144124
0.495582986601389	0.498281671706776	0.117125240091831	0.201678350279868	0.264424293055638	0.193838248385345	0.838616073672947	0.148280441096672	0.24636795144434
0.516371469497072	0.517510237226959	0.446730330762399	-0.186829416233102	0.363459034009955	0.269550992595542	0.955345709438159	-0.0307231542625714	0.384233837534559
0.45715781178054	0.462125516598617	0.269805675922651	-0.00810325639507829	0.268012828957844	0.373181644475998	0.439207840929861	0.0475122031342774	0.14601571183487
0.712509335896306	0.71559108250321	0.42397885350798	0.228541897681728	0.244952761355026	-0.174012568792116	0.844197443885055	0.04609850630319	0.151346306923384
0.436404279323355	0.441411102998632	0.302095539877431	0.341350628032948	0.0484170436447718	0.41408142667311	0.464505786457267	0.356089831095072	0.218644830409137
0.864360543648988	0.916502048563989	0.504484704854791	0.711662227166628	0.194378878681012	0.0832881566130125	0.919012513450001	0.100367545551511	0.135302042838341
0.84993082486973	0.919017495384642	0.638899169865461	0.82683143594047	0.280194354343178	-0.0687654128164095	0.915565612896771	0.613676625740955	0.310129780364147
0.369365512670634	0.370398925109658	0.511195072983255	0.531301636964234	0.561906605804486	-0.0100092567435365	0.806211009093916	0.184288140112749	0.555012824380285
